Fold Number,Number of examples in fold,Model,Accuracy,Precision,Recall,F-Score,AUC,Average Log Loss,Training Log Loss
6,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.803632988597189,0.469418960244648,0.213046495489244,0.293078758949881,0.74881991678137,0.979577973564525,-100.831464689721
7,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.803924168102877,0.542568542568543,0.244473342002601,0.337068579112506,0.763455789442911,0.890642662442678,-76.1003936393244
8,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.790241315300981,0.477337110481586,0.21741935483871,0.298758865248227,0.747194969636935,1.02556536962902,-101.901035452028
9,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.79689778602678,0.52463768115942,0.231162196679438,0.320921985815603,0.760676569677164,0.94075738942861,-84.1832717086189
Mean,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.798427461920523,0.497708421634283,0.223708483313522,0.308642593164983,0.754588767185755,0.951260218760447,-89.4892207693312
Standard Deviation,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.00586798368107162,0.0267365629618425,0.0144443543034975,0.0186561347965446,0.00844812811861844,0.0598004153938422,11.5553869898299
0,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.818615751789976,0.607802874743327,0.200950441276307,0.302040816326531,0.813984113672624,0.38534053127769,21.9684059299435
1,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.807478122513922,0.56414762741652,0.210491803278689,0.306590257879656,0.812982233398813,0.393328162105451,21.8716671607718
2,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.815035799522673,0.581132075471698,0.207967589466577,0.306315266036798,0.808349638232327,0.391216636674109,21.0181285262407
3,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.803500397772474,0.532758620689655,0.203289473684211,0.294285714285714,0.810840459980073,0.393653180840863,21.6653050046553
4,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.810792893131795,0.596558317399618,0.204188481675393,0.304241833252072,0.805843846905214,0.397945113434921,21.0401390744437
5,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.81145584725537,0.620253164556962,0.220578778135048,0.325426944971537,0.806336934741243,0.401219025519171,21.1517411808188
6,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.818615751789976,0.571992110453649,0.201249132546842,0.297741273100616,0.799133451120799,0.391423176487197,19.751064265586
7,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.808431658491316,0.590643274853801,0.197009102730819,0.295465626523647,0.809583636956199,0.397321430171995,21.4404797736366
8,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.806417395916203,0.584586466165414,0.200645161290323,0.298751200768492,0.80170490761876,0.403576016771326,20.5487840339121
9,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.801007556675063,0.565130260521042,0.18007662835249,0.273123486682809,0.813848573640419,0.401173800524541,21.4574300083157
Mean,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.810135117485877,0.581500479227169,0.20264465924367,0.300398241982787,0.808260779626647,0.395619707380726,21.1913144958324
Standard Deviation,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.00597355949420424,0.0248302195945886,0.0103507081148021,0.0130496387661084,0.0050609073046615,0.00563308005432122,0.663818767547771
0,7542,SVM (Pegasos-Linear),0.808936621585786,0.614285714285714,0.0583842498302783,0.106633601983881,0.770296545597992,0.455083881458274,7.8453528155144
1,7542,SVM (Pegasos-Linear),0.798594537258022,0.522058823529412,0.0465573770491803,0.0854906682721252,0.762430054735626,0.476500050474111,5.35090510155336
2,7542,SVM (Pegasos-Linear),0.806417395916203,0.567741935483871,0.0594193112761648,0.107579462102689,0.763334804237049,0.468436380358292,5.42840329688801
3,7542,SVM (Pegasos-Linear),0.799920445505171,0.537414965986395,0.0519736842105263,0.0947810437912418,0.76651750598682,0.471513690872351,6.17151604943728
4,7542,SVM (Pegasos-Linear),0.799124900556881,0.551181102362205,0.0458115183246073,0.0845921450151057,0.761402005703968,0.469436712573388,6.85484935799589
5,7542,SVM (Pegasos-Linear),0.797931583134447,0.616541353383459,0.0527331189710611,0.0971563981042654,0.757865192375549,0.476155022626103,6.42518905105588
6,7542,SVM (Pegasos-Linear),0.812914346327234,0.579787234042553,0.0756419153365718,0.133824432166974,0.753808689511884,0.462645053905035,5.14927212062009
7,7543,SVM (Pegasos-Linear),0.796500066286623,0.512,0.0416124837451235,0.0769693325315695,0.745522911661175,0.481082161089032,4.87907045875653
8,7542,SVM (Pegasos-Linear),0.796340493237868,0.552238805970149,0.047741935483871,0.0878859857482185,0.757375263792584,0.479070449193363,5.68634373682386
