Fold Number,Number of examples in fold,Model,Accuracy,Precision,Recall,F-Score,AUC,Average Log Loss,Training Log Loss
0,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.802439671174755,0.487769784172662,0.230142566191446,0.312730627306273,0.755986736374195,0.920508257819981,-86.4032482494851
1,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.796870856536728,0.495063469675599,0.23016393442623,0.314234556848702,0.762704577467667,0.92660036620249,-84.0543057789242
2,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.800848581278176,0.485148514851485,0.231600270087779,0.313528336380256,0.75395687396457,1.01849130280825,-105.620982429112
3,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.801113762927605,0.513477088948787,0.250657894736842,0.336870026525199,0.753474486094845,0.962157982008315,-91.4638461626625
4,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.790108724476266,0.460202604920405,0.208115183246073,0.286615592609283,0.744863806005882,1.01956203210974,-102.30045185246
5,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.793821267568284,0.5,0.207717041800643,0.29350295320309,0.741831256038673,1.04796489833292,-105.947879540978
6,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.809599575709361,0.503759398496241,0.232477446217904,0.318138651471985,0.754452774547716,0.92855522091919,-90.3708638771315
7,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.797428079013655,0.507102272727273,0.232119635890767,0.318465655664585,0.749083392794691,1.03529993200523,-104.702439315971
8,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.795279766640149,0.504360465116279,0.223870967741935,0.310098302055407,0.741097430983246,1.06420924460309,-109.508779046145
9,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.796102346546467,0.520588235294118,0.226053639846743,0.315227070347284,0.757063635378786,1.0109200306124,-97.9198471000671
Mean,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.798361263187145,0.497747183420285,0.227291858018636,0.311941177241206,0.751451496965027,0.99342692674216,-97.8292643352936
Standard Deviation,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionForestClassifier,0.00540681166683253,0.0170512017226626,0.0124510649720057,0.0137694248762643,0.00704615488760461,0.0540824035790936,9.10874864980592
0,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.818880933439406,0.603883495145631,0.211133740665309,0.312877263581489,0.816123853798538,0.386223158267653,21.7896736518525
1,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.812118801378945,0.60188679245283,0.209180327868852,0.310462287104623,0.812432806501797,0.393119248927022,21.913164413985
2,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.818217979315831,0.600732600732601,0.221471978392978,0.323630981746423,0.81146571860405,0.389103117165495,21.4448223591148
3,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.809466984884646,0.573192239858907,0.213815789473684,0.311451844753234,0.813478648464402,0.390916260991039,22.2099361472378
4,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.810129939008221,0.583916083916084,0.218586387434555,0.318095238095238,0.805672127165758,0.398161326919781,20.9972382167162
5,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.81066030230708,0.616087751371115,0.216720257234727,0.320647002854424,0.806392467710049,0.400397048078489,21.3132776132015
6,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.818748342614691,0.567028985507246,0.217210270645385,0.31409934771701,0.805166181901444,0.387024758618039,20.6528206615226
7,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.809094524724911,0.59280303030303,0.203511053315995,0.303000968054211,0.811036154310073,0.396549799956762,21.5930486886198
8,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.806549986740917,0.584103512014787,0.203870967741935,0.302247728359637,0.803598453852448,0.405466863448037,20.1765367708761
9,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.806575633037253,0.597096188747731,0.210089399744572,0.310817194142655,0.816192915755607,0.402364163891184,21.2243784034555
Mean,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.81204434274519,0.592073068004996,0.212559017251799,0.312732985640894,0.810155932806417,0.39493257462635,21.3314896926582
Standard Deviation,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.00483989626189217,0.0150073849958184,0.00608452903285218,0.00688928264163135,0.00463012470286749,0.00667407485189353,0.607292722732031
0,7542,SVM (Pegasos-Linear),0.811058074781225,0.684615384615385,0.0604209097080788,0.111041796631316,0.71971887672844,0.454878950960329,7.886851313934
1,7542,SVM (Pegasos-Linear),0.800053036329886,0.569105691056911,0.0459016393442623,0.0849514563106796,0.732896410988538,0.475545221418355,5.54056658389767
2,7542,SVM (Pegasos-Linear),0.806019623442058,0.588235294117647,0.0405131667792032,0.0758054327226785,0.696408870830553,0.475838360203981,3.93403376855286
3,7542,SVM (Pegasos-Linear),0.800848581278176,0.564285714285714,0.0519736842105263,0.0951807228915663,0.718944954028212,0.471924511867762,6.08976505912531
4,7542,SVM (Pegasos-Linear),0.800053036329886,0.589285714285714,0.0431937172774869,0.0804878048780488,0.723614086764391,0.471210725576307,6.50285151894337
5,7542,SVM (Pegasos-Linear),0.797798992309732,0.608695652173913,0.0540192926045016,0.0992321323095098,0.717783332268146,0.476155312154695,6.42513215239482
6,7542,SVM (Pegasos-Linear),0.813312118801379,0.632,0.054823039555864,0.100893997445722,0.686713853691861,0.471024360104851,3.43136054787501
7,7543,SVM (Pegasos-Linear),0.797030359273499,0.541176470588235,0.0299089726918075,0.0566851509550216,0.670196812582493,0.495015641194493,2.12410324821696
8,7542,SVM (Pegasos-Linear),0.795279766640149,0.525423728813559,0.04,0.0743405275779376,0.730227992161592,0.480495459739942,5.40580471570961
9,7543,SVM (Pegasos-Linear),0.79464404083256,0.534136546184739,0.0849297573435504,0.146556473829201,0.743422049315907,0.469366681255632,8.1064980662168
Mean,75422,SVM (Pegasos-Linear),0.801609763001855,0.583696019612182,0.0505684179515281,0.0925175495551681,0.713992723936013,0.474145522447635,5.54469669748664
Standard Deviation,75422,SVM (Pegasos-Linear),0.00645645104074691,0.048812765921881,0.0150019835648823,0.0246786375229106,0.0226634354482679,0.0100115119666449,1.90959663014344
0,7542,Binary Neural Network,0.811853619729515,0.68,0.0692464358452139,0.125693160813309,0.784374466211547,0.433005637233913,12.3162050909876
1,7542,Binary Neural Network,0.801909307875895,0.588571428571429,0.0675409836065574,0.121176470588235,0.779772175557233,0.446744812578628,11.2613060186011
2,7542,Binary Neural Network,0.807610713338637,0.572815533980582,0.0796758946657664,0.139893301719028,0.789472180256967,0.431717969075662,12.8414030744542
3,7542,Binary Neural Network,0.803367806947759,0.595854922279793,0.0756578947368421,0.134267367192061,0.782016323917565,0.443041149938216,11.8373862071576
4,7542,Binary Neural Network,0.802174489525325,0.613924050632911,0.0634816753926702,0.115065243179122,0.78064098255902,0.443331338753071,12.0346508348119
5,7542,Binary Neural Network,0.799522673031026,0.61139896373057,0.0758842443729904,0.135011441647597,0.781024320110507,0.450671929349878,11.4331707427443
6,7542,Binary Neural Network,0.815168390347388,0.651612903225806,0.0700902151283831,0.1265664160401,0.772937872893956,0.429872176267553,11.8683135809771
7,7543,Binary Neural Network,0.799416677714437,0.581699346405229,0.0578673602080624,0.105263157894737,0.776358236363499,0.451141117132741,10.7990986013727
8,7542,Binary Neural Network,0.797666401485017,0.570588235294118,0.0625806451612903,0.112790697674419,0.771102222317929,0.452225741658008,10.9712084644186
9,7543,Binary Neural Network,0.796102346546467,0.546052631578947,0.106002554278416,0.177540106951872,0.793901526733705,0.442917787190738,13.2847128713173
Mean,75422,Binary Neural Network,0.803479242654147,0.601251801569939,0.0728027903396192,0.129326736370048,0.781160030692193,0.442466965917841,11.8647455486843
Standard Deviation,75422,Binary Neural Network,0.0062216602355216,0.0399570752453769,0.0134546386446668,0.0200998694244703,0.0069644970520229,0.00830704164242764,0.794985669043741
