Fold Number,Number of examples in fold,Model,Accuracy,Precision,Recall,F-Score,AUC,Average Log Loss,Training Log Loss
5,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.806417395916203,0.580372250423012,0.220578778135048,0.319664492078285,0.803042068103614,0.403981314780701,20.6088913038851
6,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.821267568284275,0.580310880829016,0.233171408743928,0.332673267326733,0.804523234322629,0.388295644070364,20.3922658167515
7,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.808299085244598,0.580985915492958,0.214564369310793,0.313390313390313,0.809778154095688,0.397686461639699,21.3683047163842
8,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.808406258286927,0.584814216478191,0.233548387096774,0.333794375288151,0.803164380464275,0.403051138862941,20.6521157144925
9,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.807371072517566,0.602169981916817,0.21264367816092,0.314299197734781,0.815059580242782,0.397092205692294,22.2565324107415
Mean,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.810877543487699,0.579558799801933,0.220797622293248,0.319620195828607,0.8094035547482,0.395098291412352,21.2963373127098
Standard Deviation,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.0057430004085497,0.018941842643366,0.00749421494736237,0.00789087254267115,0.00511982254729222,0.0060471655339204,0.653680725303117
0,7542,SVM (Pegasos-Linear),0.808671439936356,0.583333333333333,0.0712830957230143,0.127041742286751,0.738661424395644,0.455595314164535,7.74178751134877
1,7542,SVM (Pegasos-Linear),0.797798992309732,0.5,0.0727868852459016,0.127074985689754,0.768438386320725,0.47595382749388,5.45940353852128
2,7542,SVM (Pegasos-Linear),0.805091487669053,0.52972972972973,0.0661715057393653,0.117647058823529,0.767990097524147,0.465395398324889,6.04234051121049
3,7542,SVM (Pegasos-Linear),0.800450808804031,0.545454545454545,0.0592105263157895,0.106824925816024,0.734426893058785,0.4718219006767,6.11018408974963
4,7542,SVM (Pegasos-Linear),0.799522673031026,0.545977011494253,0.06217277486911,0.111633372502938,0.740098855288794,0.468918968902295,6.95757952576127
5,7542,SVM (Pegasos-Linear),0.796207902413153,0.54945054945055,0.0643086816720257,0.115141047783535,0.76282862601016,0.473328228210356,6.98071559278207
6,7542,SVM (Pegasos-Linear),0.809599575709361,0.512953367875648,0.0687022900763359,0.121175030599755,0.709120050739683,0.47202851191964,3.22549099468239
7,7543,SVM (Pegasos-Linear),0.798223518493968,0.547619047619048,0.0598179453836151,0.107854630715123,0.733159352468522,0.477028200904347,5.68063096604605
8,7542,SVM (Pegasos-Linear),0.796870856536728,0.547872340425532,0.0664516129032258,0.118527042577676,0.736648380636548,0.47730119582323,6.0346531649553
9,7543,SVM (Pegasos-Linear),0.793318308365372,0.517241379310345,0.0670498084291188,0.118711136235161,0.777647061714435,0.476876363051907,6.63623827525336
Mean,75422,SVM (Pegasos-Linear),0.800575556326878,0.537963130469298,0.0657955126357502,0.117163097303025,0.746901912815744,0.471424790947178,6.08690241703106
Standard Deviation,75422,SVM (Pegasos-Linear),0.00544879453772199,0.0237254111945376,0.0045217445114728,0.00702860534151191,0.0213404439903335,0.00677833518696076,1.21788248054555
0,7542,Binary Neural Network,0.805887032617343,0.538461538461538,0.0427698574338086,0.0792452830188679,0.725688973724548,0.470016563402289,4.82147943274546
1,7542,Binary Neural Network,0.796207902413153,0.444444444444444,0.0314754098360656,0.0587875076546234,0.731761484536981,0.487955540315209,3.07545572017457
2,7542,Binary Neural Network,0.803235216123044,0.489051094890511,0.0452397029034436,0.0828182941903585,0.740092705925499,0.473145663253567,4.4776564689151
3,7542,Binary Neural Network,0.798727128082737,0.508474576271186,0.0394736842105263,0.0732600732600733,0.732923523833663,0.483259847021098,3.83409924687418
4,7542,Binary Neural Network,0.797533810660302,0.504854368932039,0.0340314136125654,0.0637645616186389,0.728697121637645,0.484273481699686,3.91095285758412
5,7542,Binary Neural Network,0.795014584990719,0.542857142857143,0.0366559485530547,0.0686746987951807,0.730934656385728,0.492470181262706,3.21890577675142
6,7542,Binary Neural Network,0.808008485812782,0.479041916167665,0.0555170020818876,0.099502487562189,0.718540071643868,0.466505840480478,4.35774000809293
7,7543,Binary Neural Network,0.79570462680631,0.486238532110092,0.0344603381014304,0.0643594414086217,0.727991844680798,0.48883601215374,3.34595703145804
8,7542,Binary Neural Network,0.794616812516574,0.504424778761062,0.0367741935483871,0.068550811785929,0.722640886773763,0.492389719147974,3.06420528038035
9,7543,Binary Neural Network,0.791860002651465,0.492125984251969,0.0798212005108557,0.137362637362637,0.751764479888957,0.470172810820115,7.94867248623622
Mean,75422,Binary Neural Network,0.798679560267443,0.498997437714765,0.0436218750792025,0.079632579665712,0.731103574903145,0.480902565955686,4.20551243092124
Standard Deviation,75422,Binary Neural Network,0.00529621631638737,0.0285148168262834,0.0144963527983677,0.0234306089543476,0.00934345615789964,0.00998018156160174,1.45313643969845
