Fold Number,Number of examples in fold,Model,Accuracy,Precision,Recall,F-Score,AUC,Average Log Loss,Training Log Loss
2,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.815566162821533,0.582720588235294,0.214044564483457,0.313086419753086,0.810930478242749,0.389482818336649,21.3681653197991
3,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.805356669318483,0.546594982078853,0.200657894736842,0.293551491819057,0.811959711321645,0.392833853105794,21.8283464618354
4,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.808406258286927,0.576146788990826,0.205497382198953,0.302942595272552,0.805996468536765,0.401280484890355,20.3783380939444
5,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.808671439936356,0.608949416342412,0.201286173633441,0.302561623972934,0.80330184853893,0.403513961441189,20.7007363928017
6,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.82113497745956,0.587786259541985,0.213740458015267,0.313486005089058,0.803735659084113,0.38810151576803,20.4320656819461
7,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.807901365504441,0.588118811881188,0.193107932379714,0.290748898678414,0.81040642334249,0.396508909379268,21.6011336895932
8,7542,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.806682577565632,0.584249084249084,0.205806451612903,0.304389312977099,0.803913551401869,0.402386395577466,20.7829824165299
9,7543,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.804587034336471,0.592,0.189016602809706,0.286544046466602,0.810538845053335,0.400188778175815,21.6502795579798
Mean,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.81044003595333,0.583375615819573,0.204197486162648,0.302349933992653,0.808910712557356,0.395142331124753,21.2895719484977
Standard Deviation,75422,Microsoft.Analytics.Modules.Gemini.Dll.BinaryGeminiDecisionJungleClassifier,0.00570524681446638,0.0173683968784664,0.00848879530721277,0.00929521142841253,0.00439545588795943,0.0067760719962901,0.673419940706782
0,7542,SVM (Pegasos-Linear),0.809466984884646,0.601123595505618,0.0726408689748812,0.12961841308298,0.789745713388586,0.453533532713465,8.15929898546661
1,7542,SVM (Pegasos-Linear),0.798329355608592,0.513513513513513,0.0498360655737705,0.0908547519426181,0.783354484697728,0.475955023030189,5.45916606440258
2,7542,SVM (Pegasos-Linear),0.806019623442058,0.551724137931034,0.0648210668467252,0.116012084592145,0.787306320025053,0.467103034101993,5.69758965752013
3,7542,SVM (Pegasos-Linear),0.801909307875895,0.58125,0.0611842105263158,0.110714285714286,0.783744909017812,0.470725265241403,6.32840816750652
4,7542,SVM (Pegasos-Linear),0.80098117210289,0.584905660377358,0.0608638743455497,0.110254890337878,0.782590458650583,0.467589036834421,7.22146328152198
5,7542,SVM (Pegasos-Linear),0.797003447361443,0.575949367088608,0.0585209003215434,0.106246351430239,0.777370207797495,0.474689306489679,6.71323412850619
6,7542,SVM (Pegasos-Linear),0.81119066560594,0.544502617801047,0.0721721027064539,0.127450980392157,0.776177976079506,0.465197879880631,4.6258959386186
7,7543,SVM (Pegasos-Linear),0.797560652260374,0.53416149068323,0.0559167750325098,0.101236021188935,0.77594148352749,0.47987877088565,5.11700818333858
8,7542,SVM (Pegasos-Linear),0.796473084062583,0.549019607843137,0.0541935483870968,0.0986494421608925,0.777467106679874,0.478509158501024,5.79684393050123
9,7543,SVM (Pegasos-Linear),0.79464404083256,0.548571428571429,0.0613026819923372,0.110281447443998,0.783628697149204,0.47692358122314,6.62699381184606
Mean,75422,SVM (Pegasos-Linear),0.801357833403698,0.558472141931498,0.0611452094707183,0.110131866828613,0.781732735701333,0.47101045889016,6.17459021492285
Standard Deviation,75422,SVM (Pegasos-Linear),0.0057359290447593,0.0266301944923152,0.00728625654636682,0.0120753071989149,0.00480628200287185,0.00798686115182731,1.05158428527956
0,7542,Binary Neural Network,0.809466984884646,0.772727272727273,0.0346232179226069,0.0662768031189084,0.804331540531232,0.417343979530809,15.4876963231729
1,7542,Binary Neural Network,0.800848581278176,0.657534246575342,0.0314754098360656,0.0600750938673342,0.799609957579209,0.431312628086675,14.3266620306642
2,7542,Binary Neural Network,0.806152214266773,0.594059405940594,0.0405131667792032,0.0758533501896334,0.80378653172824,0.419434284836215,15.3213292301315
3,7542,Binary Neural Network,0.800583399628746,0.58695652173913,0.0355263157894737,0.0669975186104218,0.802445091681379,0.429323506970675,14.5671174279799
4,7542,Binary Neural Network,0.80151153540175,0.706666666666667,0.0346858638743456,0.066126013724267,0.795813912389416,0.435241674372296,13.6397937373768
5,7542,Binary Neural Network,0.798594537258022,0.695652173913043,0.0411575562700965,0.0777170613236187,0.797828199040042,0.443876325825354,12.7686545345235
6,7542,Binary Neural Network,0.813975072924954,0.731707317073171,0.0416377515614157,0.0787918581746553,0.793868446953725,0.418874918518518,14.1229532736932
7,7543,Binary Neural Network,0.798753811480843,0.628205128205128,0.0318595578673602,0.0606435643564356,0.800034215093837,0.441078358012747,12.7887358788736
8,7542,Binary Neural Network,0.799390082206311,0.784615384615385,0.0329032258064516,0.0631578947368421,0.793684697876739,0.442199891624748,12.9449778241759
9,7543,Binary Neural Network,0.797693225507093,0.633333333333333,0.0606641123882503,0.110722610722611,0.804537978812352,0.423143435024087,17.1561731637357
Mean,75422,Binary Neural Network,0.802696944483731,0.679145745078907,0.0385046178095269,0.0726361768824727,0.799594057168617,0.430182900280212,14.3124093424327
Standard Deviation,75422,Binary Neural Network,0.00540172621759493,0.0703745911709526,0.00866277275917814,0.0150210746985246,0.00418855890669965,0.0101982033440304,1.39897680419078
